id,name,image,preview,duration,explicit,popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,chord,published
7Al0ADUt8SCPiQIBbTcNdR,Spin the Black Circle - Remastered,https://i.scdn.co/image/ab67616d0000b273f0f6b8bc425633e6ed6369c4,https://p.scdn.co/mp3-preview/c94ec7b5c50d9f09c825003fbc24a13cb630632d?cid=9950ac751e34487dbbe027c4fd7f8e99,167613,0,49,0.236,0.99,-4.719,0.095,0.00063,0.0586,0.407,0.141,217.913,2,1994-11-22
1ru7HnyTXzFsY2rq7H2jzt,Bless My Soul,https://i.scdn.co/image/ab67616d0000b2734e29b1f639d844edcf7d5eb7,,246320,0,0,0.135,0.968,-3.811,0.147,0.0000482,0.000015,0.284,0.275,215.537,8,2004-01-01
2pA1xHmhDxle8pPhhIaWCp,"You're The One That I Want - From ""Grease"" Original Motion Picture Soundtrack",https://i.scdn.co/image/ab67616d0000b273925e89f60b7f808988d94e15,,169840,0,0,0.55,0.622,-11.304,0.114,0.324,0.00247,0.12,0.868,213.654,0,1998-01-01
2NoaaRL9Pe8scI91PJ3PD5,Buttons - Final Edit Version,https://i.scdn.co/image/ab67616d0000b2739d0b59312ed29095a86ef185,,233186,0,0,0.478,0.829,-4.222,0.378,0.206,0,0.255,0.506,210.796,11,2006-01-01
5AO8v8yr6eXj0zA9vNlKJk,Buttons - Final Edit Version,https://i.scdn.co/image/ab67616d0000b273e86e961e9d12396bbc11e06d,https://p.scdn.co/mp3-preview/fd84fba1a1c0614e2b31bd12bd5b4eb5a61522dd?cid=9950ac751e34487dbbe027c4fd7f8e99,232160,0,49,0.499,0.814,-4.235,0.343,0.222,0,0.357,0.535,210.78,2,2006-01-01
0qst32xWAUil1sesV21uWl,Fred Astaire,https://i.scdn.co/image/ab67616d0000b273b6736af54c4811da9b992633,https://p.scdn.co/mp3-preview/468d6d860830659b44dab37cb245d0290a241264?cid=9950ac751e34487dbbe027c4fd7f8e99,175986,0,46,0.408,0.676,-6.073,0.0771,0.0301,0,0.0684,0.644,209.591,6,2012-11-23
1Qrdlkgg9I4J7r3P4kZNwr,Missing You,https://i.scdn.co/image/ab67616d0000b273f7730f46da78d52e66bd6f65,https://p.scdn.co/mp3-preview/7f98fac8de52abb07b4996c4058299c9d5219deb?cid=9950ac751e34487dbbe027c4fd7f8e99,269760,0,74,0.552,0.552,-9.736,0.0364,0.052,0,0.046,0.593,208.571,11,1984-01-01
12q3V8ShACq2PSWINMc2rC,It's Too Late,https://i.scdn.co/image/ab67616d0000b27323350feac07f56d8b96f33d5,https://p.scdn.co/mp3-preview/65a393c68256deeac86336dbba44691fee268702?cid=9950ac751e34487dbbe027c4fd7f8e99,233173,0,72,0.45,0.442,-12.718,0.0353,0.493,0.00564,0.134,0.812,208.282,9,1971
5EqQMKUPY0urqvM7oUJohu,Ring Ring Ring,https://i.scdn.co/image/ab67616d0000b273786f84bc75887df1b28c795e,,247240,0,0,0.511,0.787,-9.11,0.371,0.404,0,0.408,0.654,207.966,5,1999-07-28
6V4y4uuMAxe2EYDIWNToaH,Pictures Of You,https://i.scdn.co/image/ab67616d0000b273d447e2c9f6a50202f76797eb,https://p.scdn.co/mp3-preview/9643416803fa01850e02f85452ab15fb0771b98f?cid=9950ac751e34487dbbe027c4fd7f8e99,190173,0,55,0.325,0.816,-3.714,0.0633,0.165,0,0.0729,0.579,207.673,2,2007-01-01
0ZUjPkZKjzRi6bgIuJovfY,How Can We Be Lovers,https://i.scdn.co/image/ab67616d0000b273e29b51efdf81e17c63880ef0,https://p.scdn.co/mp3-preview/e09a7628f701828fe551bc4811dff5186e028822?cid=9950ac751e34487dbbe027c4fd7f8e99,235626,0,57,0.399,0.708,-10.541,0.0387,0.118,0,0.179,0.688,207.424,0,1989-06-27
4feXcsElKIVsGwkbnTHAfV,Somethin' Stupid,https://i.scdn.co/image/ab67616d0000b2733e2331ff09f59ea3c87fe5d6,https://p.scdn.co/mp3-preview/a82a1c7a9ef51533572f492831d154eac8f23b3a?cid=9950ac751e34487dbbe027c4fd7f8e99,162493,0,76,0.257,0.338,-12.902,0.0357,0.736,0,0.252,0.544,207.356,4,1967-08
4jrEJvfSn7kJcZR4oD7VGo,I Hear You Knocking,https://i.scdn.co/image/ab67616d0000b273bc10b4d35eaf9e5c33090cbb,https://p.scdn.co/mp3-preview/79e119cb5f559d5e7a46d92840ee711e71195570?cid=9950ac751e34487dbbe027c4fd7f8e99,167786,0,41,0.528,0.445,-12.075,0.0482,0.0198,0.000384,0.0766,0.97,206.361,6,2005-07-04
6hnCx2jmD0RPkbtzUXSBn4,"I Want You to Want Me - Live at Nippon Budokan, Tokyo, JPN - April 1978",https://i.scdn.co/image/ab67616d0000b273bbf0089563c42c7710b7ca2f,https://p.scdn.co/mp3-preview/c5f48857eb67b972dcabdfa3f316edc7a88fe640?cid=9950ac751e34487dbbe027c4fd7f8e99,223666,0,53,0.338,0.887,-8.873,0.0438,0.00962,0.011,0.556,0.399,206.255,2,2004-03-02
6gtg5a7wYlQjy7n593D6dx,Guantanamera,https://i.scdn.co/image/ab67616d0000b273b62d1d5337954875f6b491c6,https://p.scdn.co/mp3-preview/10fce34568845cb62c42b76e68cb875bca7a54ee?cid=9950ac751e34487dbbe027c4fd7f8e99,194933,0,44,0.318,0.257,-15.879,0.0404,0.82,0.0032,0.106,0.648,205.852,2,1966
78TTtXnFQPzwqlbtbwqN0y,FourFiveSeconds,https://i.scdn.co/image/ab67616d0000b27336a9ed72b45e54ff307641be,https://p.scdn.co/mp3-preview/6fdd4470dabeaf54e72b566a4f8f2d064236927f?cid=9950ac751e34487dbbe027c4fd7f8e99,188238,0,81,0.582,0.272,-5.662,0.0501,0.875,0,0.13,0.354,205.846,2,2015-01-24
3R47BVunpwXhQbLWrClD94,Lights,https://i.scdn.co/image/ab67616d0000b2730f6ce5c138493ac768d9afc8,https://p.scdn.co/mp3-preview/ff29338c2027f4bb5f35d9090d50a7940f56d330?cid=9950ac751e34487dbbe027c4fd7f8e99,190666,0,45,0.188,0.61,-7.665,0.0453,0.0985,0.00141,0.278,0.411,205.586,7,2001-10-16
2oSpQ7QtIKTNFfA08Cy0ku,It's The End Of The World As We Know It (And I Feel Fine),https://i.scdn.co/image/ab67616d0000b273a7c7f94cfccd5ab6de233916,https://p.scdn.co/mp3-preview/266077dc633486cdeafecc9da0656b6af04f305e?cid=9950ac751e34487dbbe027c4fd7f8e99,246933,0,73,0.381,0.894,-8.638,0.037,0.0258,0,0.0251,0.797,205.528,7,1987-09-01
0gLQ6jhJsyYfl7PrD1RZ7X,Vision of Love,https://i.scdn.co/image/ab67616d0000b2735084c69ed3f70e8fb139e1ea,https://p.scdn.co/mp3-preview/93028ee4a4a10edc9fc6b99c6f17445d885db1fb?cid=9950ac751e34487dbbe027c4fd7f8e99,209293,0,61,0.256,0.464,-10.959,0.0382,0.433,0,0.121,0.355,205.362,5,1990-06-12
3i9UVldZOE0aD0JnyfAZZ0,Lover (Remix) [feat. Shawn Mendes],https://i.scdn.co/image/ab67616d0000b27359457bdb1edb5c6417f3baa2,https://p.scdn.co/mp3-preview/39ad3626255876a596c04f62fe861163d51e41d5?cid=9950ac751e34487dbbe027c4fd7f8e99,221306,0,72,0.448,0.603,-7.176,0.064,0.433,0,0.0862,0.422,205.272,7,2019-11-13
465AtbtDEC47xeCLj3ajPB,Stop Stop Stop - Mono; 1999 Remaster,https://i.scdn.co/image/ab67616d0000b273b7668d0d339e14cb8deb9999,https://p.scdn.co/mp3-preview/54409b031619c893cea98d014e10944fb68860ee?cid=9950ac751e34487dbbe027c4fd7f8e99,178160,0,12,0.367,0.874,-5.312,0.0434,0.0172,0,0.355,0.825,204.928,2,1966-12-09
7IuWpucAHHj72nRuJMjWDM,Face The Face,https://i.scdn.co/image/ab67616d0000b2732990352bebe048e8c2b27223,,354320,0,0,0.524,0.899,-11.769,0.0982,0.0418,0.0935,0.0476,0.406,204.649,0,1985-11-30
335dNkjlQKrFtT5t9Oo2Hy,Don't Believe In Love,https://i.scdn.co/image/ab67616d0000b2736bf855c37368c51604cc215b,https://p.scdn.co/mp3-preview/a17dac9aa72cc8a75535c8215a72722621d57436?cid=9950ac751e34487dbbe027c4fd7f8e99,203656,0,14,0.585,0.612,-4.721,0.0789,0.247,0.0000146,0.0474,0.767,204.107,5,2020-02-28
4WrwO9Un3ji5wnNySDGHwQ,Islands In The Stream,https://i.scdn.co/image/ab67616d0000b273a69390d3fbb3dc68b5f24446,,249880,0,0,0.589,0.641,-5.533,0.0313,0.427,0,0.0558,0.795,204.003,8,2008-01-01
6Nvu50LQOaN7ug7MvKnhkC,Islands In The Stream,https://i.scdn.co/image/ab67616d0000b273ed8b36b49707a4fe4255bef5,,251600,0,0,0.589,0.577,-7.149,0.0323,0.6,0,0.116,0.767,203.995,8,1997-01-01
6LzKX8hhExcmD7UIXKZatu,Child,https://i.scdn.co/image/ab67616d0000b27341b839ed5f8427a34bf4f4bc,https://p.scdn.co/mp3-preview/098eff21efc33ea722512885363f6d8447c1c533?cid=9950ac751e34487dbbe027c4fd7f8e99,293373,1,50,0.699,0.539,-10.144,0.0647,0.288,0.00000336,0.0921,0.481,203.945,4,2011-09-30
1kj3ASwCuqDnzehRd3WIz3,Second Solution,https://i.scdn.co/image/ab67616d0000b273049c676bbe6d94b46e4d9b6e,https://p.scdn.co/mp3-preview/b37b9e067390ef9b737e9426f8ed763993bd9e53?cid=9950ac751e34487dbbe027c4fd7f8e99,178733,0,32,0.228,0.942,-4.602,0.0442,0.00657,0,0.176,0.942,203.898,7,1999-01-15
7jGzYUZ2Bgg8BDfYlQRfn8,Wild Thing,https://i.scdn.co/image/ab67616d0000b27327b24620f0b3b592472552f5,https://p.scdn.co/mp3-preview/59190866c2052c3889be2d8414a11c59c55af5ba?cid=9950ac751e34487dbbe027c4fd7f8e99,155333,0,68,0.453,0.658,-13.472,0.0539,0.741,0.0288,0.135,0.761,203.871,9,1966-07-25
5s5t0OFg9lIlBFaCI14K1i,She Will Be Loved,https://i.scdn.co/image/ab67616d0000b273fb869ab46e93e7069c67134f,,257133,0,0,0.524,0.711,-5.494,0.0405,0.0567,0,0.134,0.539,203.867,0,2002-06-25
59uQI0PADDKeE6UZDTJEe8,Last Night,https://i.scdn.co/image/ab67616d0000b273fc1df8423733f6f3c9e8dea2,https://p.scdn.co/mp3-preview/48760562c770591058c71d16a5ac81d3833e72d2?cid=9950ac751e34487dbbe027c4fd7f8e99,163854,1,91,0.517,0.675,-5.382,0.0357,0.459,0,0.151,0.518,203.853,6,2023-01-31
7K3BhSpAxZBznislvUMVtn,Last Night,https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9,https://p.scdn.co/mp3-preview/48760562c770591058c71d16a5ac81d3833e72d2?cid=9950ac751e34487dbbe027c4fd7f8e99,163854,1,90,0.492,0.675,-5.456,0.0389,0.467,0,0.142,0.478,203.759,6,2023-03-03
1HObBPACB4IZFuB2bVOPeQ,Some Of The Places I Know,https://i.scdn.co/image/ab67616d0000b27363e9deff8c266754fd39d9ac,,231026,0,0,0.372,0.86,-3.401,0.0435,0.0501,0.00000469,0.369,0.544,203.648,2,2010-01-01
2zSdgx103Hs0inwa6VlhEC,I Think I Love You,https://i.scdn.co/image/ab67616d0000b273f75087b58c47731bda929023,https://p.scdn.co/mp3-preview/1baa1fda4c47f9778d2fa0ce359f0ee9d51863d9?cid=9950ac751e34487dbbe027c4fd7f8e99,171226,0,24,0.376,0.492,-14.129,0.0441,0.38,0,0.244,0.796,203.578,3,2006-11-13
7dwjD9FPK0bFh3TqTWFV8U,Albatross,https://i.scdn.co/image/ab67616d0000b273f0bd91a0cef3b9f2ff45c2e9,https://p.scdn.co/mp3-preview/05a7547fd94315852a38531aca7f98d0bf4a23a5?cid=9950ac751e34487dbbe027c4fd7f8e99,188000,0,34,0.232,0.0228,-25.42,0.0382,0.894,0.91,0.121,0.23,203.341,6,1989-03-10
500h8jAdr7LvzzXlm1qxtK,Magic,https://i.scdn.co/image/ab67616d0000b2738900b4e0a2a8fb978df9b040,https://p.scdn.co/mp3-preview/dccd4d0d0f5ded060c6e6f91de55da5d4fd6bd8d?cid=9950ac751e34487dbbe027c4fd7f8e99,186333,0,64,0.393,0.588,-6.68,0.0613,0.345,0,0.134,0.728,203.145,9,1974-01-01
4uNAdFLTuiIhDtbZsq31Og,Asia Minor (Rerecorded),https://i.scdn.co/image/ab67616d0000b2731fa8430a040bd5630c1a85e4,https://p.scdn.co/mp3-preview/3abbfe0249fcbbfe14dd55dcd2795dda99010789?cid=9950ac751e34487dbbe027c4fd7f8e99,118133,0,18,0.459,0.534,-11.926,0.0305,0.665,0.825,0.18,0.931,202.954,2,2007-11-20
0mBKv9DkYfQHjdMcw2jdyI,Chunky,https://i.scdn.co/image/ab67616d0000b273232711f7d66a1e19e89e28c5,https://p.scdn.co/mp3-preview/cb1271bde07433fa99a73e11763003a1116722c5?cid=9950ac751e34487dbbe027c4fd7f8e99,186973,0,73,0.571,0.539,-4.446,0.116,0.0208,0,0.125,0.727,202.103,5,2016-11-17
2ACOWPLUe4A4KuQ5ioD2od,That's My Girl,https://i.scdn.co/image/ab67616d0000b273d03fa6f4e758282b7920b5c8,https://p.scdn.co/mp3-preview/267c68e23bb5bb75332451175fae4a8ba3ddb2f6?cid=9950ac751e34487dbbe027c4fd7f8e99,204013,0,76,0.596,0.851,-4.245,0.121,0.0358,0.0000319,0.365,0.612,202.049,5,2016-05-27
6AXoNiKAmN32HBEfhHmfSn,Famous,https://i.scdn.co/image/ab67616d0000b273b3497bf02e7734a3212081a7,https://p.scdn.co/mp3-preview/0520faa52e2fe482274673aa44680dd4dbb88f05?cid=9950ac751e34487dbbe027c4fd7f8e99,231616,0,40,0.437,0.938,-2.92,0.152,0.000913,0,0.116,0.734,201.97,1,2015-02-09
0H0ahZpih9KvOvECJbS5re,There's a Moon Out Tonight,https://i.scdn.co/image/ab67616d0000b2737a49ca78fc6923a1d7d75e27,,132306,0,0,0.325,0.382,-13.324,0.0387,0.896,0,0.387,0.619,201.924,6,1992
2iKqwKmrqwSkuqCJHp6uqO,I Wanna Sex You Up,https://i.scdn.co/image/ab67616d0000b273d029ad5d1a40fabfae0ac7f3,,246360,0,0,0.535,0.703,-5.438,0.101,0.00398,0.00000467,0.0637,0.472,201.856,2,2015-10-30
1kPBHRXyXdrtYfUfeRwBko,I Wanna Sex You Up - Single Mix,https://i.scdn.co/image/ab67616d0000b273ced0c7756302458ab6daa6d5,https://p.scdn.co/mp3-preview/4bafc63aa8d4c8f9699cc794d67a531fe4fb31b6?cid=9950ac751e34487dbbe027c4fd7f8e99,236946,0,67,0.551,0.591,-8.404,0.12,0.00549,0.00000655,0.0416,0.474,201.81,6,1991-07-23
5WOJuP8YyDD7TSeL5miBDt,Hand Me Down World - Single Version,https://i.scdn.co/image/ab67616d0000b2739c53b1167bea54415a9d022a,https://p.scdn.co/mp3-preview/e6cf9727dd68d08b786d8dd5f6a272be542089e9?cid=9950ac751e34487dbbe027c4fd7f8e99,206493,0,38,0.432,0.783,-4.349,0.0387,0.402,0,0.67,0.948,201.694,0,1970
2OgVsp77En2nju8pnCieVU,Waiting for a Girl like You,https://i.scdn.co/image/ab67616d0000b27362d48acfd5073491df46f7ac,https://p.scdn.co/mp3-preview/eb9bc288993d359b47877ad16830f6060dbba31e?cid=9950ac751e34487dbbe027c4fd7f8e99,292066,0,76,0.33,0.469,-9.286,0.0335,0.31,0.0000023,0.0402,0.433,201.327,10,1981
7pej5hnsn1bcVsQbFDaOuz,Don't Bet Money Honey,https://i.scdn.co/image/ab67616d0000b27312dd32692626f3c33d0d2662,https://p.scdn.co/mp3-preview/b110ab1b52f727a20ea24a401ed130bfc6a306dc?cid=9950ac751e34487dbbe027c4fd7f8e99,150746,0,4,0.248,0.836,2.769,0.033,0.882,0,0.103,0.649,201.17,2,1963-03-10
5RBx3tM9hmVJAOnSUHIWkn,Rock & Roll,https://i.scdn.co/image/ab67616d0000b27302c7226597f9e4da440764cf,https://p.scdn.co/mp3-preview/b5e376a7e683d002c41eb5c455023a7f27b90cd9?cid=9950ac751e34487dbbe027c4fd7f8e99,240320,0,59,0.462,0.767,-5.038,0.0686,0.0395,0,0.728,0.901,201.064,10,2008
68QSyFmQ7J0pUFACvTZonc,Here With Me,https://i.scdn.co/image/ab67616d0000b27311e62b6d4e56b060aa71e09d,https://p.scdn.co/mp3-preview/ba017e15f2f04d8352e6278d88899967746e2fd8?cid=9950ac751e34487dbbe027c4fd7f8e99,205240,0,35,0.496,0.648,-5.086,0.0305,0.0367,0.0335,0.177,0.79,200.948,0,2001-07-31
4D7ZvtLOG19HmtqKC8l0BI,In The Flesh - Remastered,https://i.scdn.co/image/ab67616d0000b273d377fa9b12ba09ee525b60a8,https://p.scdn.co/mp3-preview/ac8ecadb470661814ff819da2391d34be5e19626?cid=9950ac751e34487dbbe027c4fd7f8e99,153133,0,40,0.347,0.483,-7.702,0.0329,0.586,0.0000444,0.194,0.727,200.91,9,1976-12-01
4wx3anSO3E8O7oD4IHKqED,Step By Step,https://i.scdn.co/image/ab67616d0000b27334bc496e4e9d53e36c3ff674,https://p.scdn.co/mp3-preview/c525c29c23d57cce4564b8818b99059eabaadb64?cid=9950ac751e34487dbbe027c4fd7f8e99,149493,0,10,0.283,0.7,-11.605,0.0756,0.873,0,0.179,0.896,200.632,0,1958-01-01
540f3QAeiRsbW9K4IETLdW,Step Back,https://i.scdn.co/image/ab67616d0000b273fa82a717fe33298629656d8d,https://p.scdn.co/mp3-preview/b161a267e695d2d3cc08e436fceaa3029e6ba98e?cid=9950ac751e34487dbbe027c4fd7f8e99,109820,0,2,0.449,0.811,-7.813,0.0848,0.375,0,0.346,0.891,200.618,4,1966-01-01
2ptt0Eftq3b2jElTRrctrT,Stuck,https://i.scdn.co/image/ab67616d0000b27398d746bf562ff6a1cd2a7272,https://p.scdn.co/mp3-preview/c33639250bd5eef266a16e540c3fc6b60d3db00d?cid=9950ac751e34487dbbe027c4fd7f8e99,221586,0,57,0.377,0.904,-3.634,0.307,0.0747,0,0.334,0.595,200.566,4,2003-01-01
78YtdBekqT2rpxQug9HIPe,Heaven Help My Heart,https://i.scdn.co/image/ab67616d0000b273ab4332b95c9425e87aa06238,https://p.scdn.co/mp3-preview/64c56149c3efae97839e47736d98aa094e0547ec?cid=9950ac751e34487dbbe027c4fd7f8e99,328093,0,37,0.521,0.72,-6.008,0.0433,0.0307,0.000756,0.0751,0.768,200.214,7,1994-04-30
0YGQ3hZcRLC5YX7o0hdmHg,Naughty Girl,https://i.scdn.co/image/ab67616d0000b27345680a4a57c97894490a01c1,https://p.scdn.co/mp3-preview/91f9a0fc0759da59823abb0c00673ef86a8f204e?cid=9950ac751e34487dbbe027c4fd7f8e99,208573,0,70,0.588,0.461,-8.686,0.161,0.237,0.0000154,0.0913,0.659,200.053,6,2003-06-24
3tbNT2X5tfMIVeUflYbZUZ,Alone (Feat. Big Sean & Stefflon Don),https://i.scdn.co/image/ab67616d0000b273b7e30caa4a9da503126f2934,https://p.scdn.co/mp3-preview/4def1f1ecc4b1a95208c619421b98c8e8a58c4c1?cid=9950ac751e34487dbbe027c4fd7f8e99,207457,0,54,0.445,0.662,-4.802,0.181,0.0164,0,0.219,0.479,200.04,2,2018-03-15
0jsANwwkkHyyeNyuTFq2XO,Heartbreaker (feat. Jay-Z),https://i.scdn.co/image/ab67616d0000b27376a25340423e6ca8125ed06d,https://p.scdn.co/mp3-preview/ecdd96b8a958a98cfa11fbd762ada85a4aa0bfde?cid=9950ac751e34487dbbe027c4fd7f8e99,285706,0,68,0.524,0.816,-5.872,0.37,0.383,0,0.349,0.789,200.031,1,1999-11-02
2q7525kRHfkZnCpQNDxJf1,My Gun,https://i.scdn.co/image/ab67616d0000b2735524a496d9d8515c723d4c75,,190060,0,0,0.511,0.864,-4.357,0.0424,0.00322,0.00184,0.0826,0.658,200.029,1,2012-09-14
6LDxWdORX4w771ueKNiiVm,Chain Reaction,https://i.scdn.co/image/ab67616d0000b273bc42a3c1798a35d10a72b052,https://p.scdn.co/mp3-preview/98fc65f1adad9d175b31d57f2f13992bfb415bee?cid=9950ac751e34487dbbe027c4fd7f8e99,192173,0,43,0.502,0.874,-9.664,0.0476,0.65,0.0000932,0.0775,0.932,200.027,9,1990-09-24
3A3dgR32O1T55lR6xMd9a5,Memphis T-Shirt,https://i.scdn.co/image/ab67616d0000b27305924644007acb5e19a0e07d,https://p.scdn.co/mp3-preview/c3b104a5212bd303e57431ea2b671e19db68f46c?cid=9950ac751e34487dbbe027c4fd7f8e99,201919,0,33,0.498,0.694,-3.745,0.0423,0.0333,0,0.0831,0.776,199.968,0,2019-11-01
6ZQIKSFLoonDStQchogVdC,Untouchable (Originally Performed by Taylor Swift) [Vocal Version],https://i.scdn.co/image/ab67616d0000b273c475f58b18b4687242702a48,https://p.scdn.co/mp3-preview/90823f0c8beb0461ddaf2e8ed0610ef4cf435bee?cid=9950ac751e34487dbbe027c4fd7f8e99,316212,0,3,0.539,0.344,-11.118,0.0421,0.568,0,0.101,0.452,199.942,5,2014-07-21
2GD8Ia7rtJzfgTIy20TaRI,"This Ain't A Scene, It's An Arms Race",https://i.scdn.co/image/ab67616d0000b273a2acd73823d95cb66d0d98fd,,212040,0,0,0.435,0.887,-4.07,0.0636,0.000747,0,0.0327,0.408,199.935,9,2007-01-01
1BW0UUEUcJIf6G5rn6dphx,Oh! Hark!,https://i.scdn.co/image/ab67616d0000b2736eb05bca232ae1db890d25bc,https://p.scdn.co/mp3-preview/67a2378d97598548004177df2177dd8dd53515f0?cid=9950ac751e34487dbbe027c4fd7f8e99,271880,0,27,0.502,0.684,-6.396,0.161,0.135,0.00000343,0.406,0.558,199.903,9,2009-07-09
7fBCWZgjkNsROz2b6IIOJL,Every Time You Cry (with Human Nature) - Remastered,https://i.scdn.co/image/ab67616d0000b273c26c16c6b599a919c482d01d,https://p.scdn.co/mp3-preview/550376e8d219d8592ffbe5029e7278e5bf923aa0?cid=9950ac751e34487dbbe027c4fd7f8e99,286560,0,42,0.347,0.784,-4.202,0.0427,0.032,0,0.146,0.494,199.888,4,2001-10-30
6u0x5ad9ewHvs3z6u9Oe3c,Under Cover of Darkness,https://i.scdn.co/image/ab67616d0000b273397d02cfe1aab2923f9d1697,https://p.scdn.co/mp3-preview/392943fec90313dec65b40afa326c3c822984b1d?cid=9950ac751e34487dbbe027c4fd7f8e99,235546,0,71,0.35,0.775,-3.364,0.054,0.00433,0.283,0.0676,0.588,199.866,11,2011-03-21
4pdPtRcBmOSQDlJ3Fk945m,Let Me Love You,https://i.scdn.co/image/ab67616d0000b2735045de6786e0af096de73ed4,,205946,0,1,0.476,0.718,-5.309,0.0576,0.0784,0.0000102,0.122,0.142,199.864,8,2016-08-05
2I1orqzL0kVWub9sMA39Zx,Love Me Harder,https://i.scdn.co/image/ab67616d0000b273ca4363d9a627b36287b84601,,203666,0,0,0.343,0.567,-9.157,0.0444,0.704,0,0.109,0.844,199.8,10,2014-11-25
39dccfOy2CAYQ8laaW0oIc,Love in California,https://i.scdn.co/image/ab67616d0000b273861fbb1d62bd5acf42cdf867,https://p.scdn.co/mp3-preview/1b65f1d53cd543dfd19ce5664be94593c753e386?cid=9950ac751e34487dbbe027c4fd7f8e99,195720,0,12,0.411,0.89,-3.442,0.138,0.0059,0,0.627,0.919,199.385,7,2021-06-25
6ebxt3Iylxe0GcEuUGlIvb,Dreaming of You,https://i.scdn.co/image/ab67616d0000b2732cfbfcaccd52f76488c56418,https://p.scdn.co/mp3-preview/ca764335f56fdc0cc9ec98e45544dd2440384a57?cid=9950ac751e34487dbbe027c4fd7f8e99,141000,0,68,0.441,0.684,-7.495,0.031,0.374,0.000848,0.108,0.971,199.001,9,2002-02-26
1DftXdxEFzsrTVG6qZHAjT,Do It Like That,https://i.scdn.co/image/ab67616d0000b273a1ec8d7e6cd2c99e14cc7f23,https://p.scdn.co/mp3-preview/8d95c8f51bb04809e652d227acd6fdb3be68ec18?cid=9950ac751e34487dbbe027c4fd7f8e99,165581,0,10,0.401,0.888,-2.52,0.394,0.0637,0,0.167,0.526,198.954,10,2012-01-01
23IWhAK0cYRwnBT5EE8i3u,Don't give up on us,https://i.scdn.co/image/ab67616d0000b273ddb031db3867015be1b2dbb1,https://p.scdn.co/mp3-preview/5ae562a6fa4bc3551ff62d8257306a94554639eb?cid=9950ac751e34487dbbe027c4fd7f8e99,218946,0,66,0.256,0.335,-13.588,0.0313,0.74,0.0166,0.0857,0.415,198.745,9,1976-01-01
5ULebABr6yD27jgCaBm1Lp,Levels,https://i.scdn.co/image/ab67616d0000b2739974fbfa7cb7748d518d301b,,167693,0,0,0.429,0.671,-4.689,0.446,0.0497,0,0.265,0.684,198.709,5,2015-11-20
3monYp74moNPjM2JJMWa3Y,Without You,https://i.scdn.co/image/ab67616d0000b27326ca6475bf9dc8ac201974fc,,128800,0,0,0.297,0.58,-5.554,0.03,0.362,0.728,0.165,0.753,198.691,2,2001-04-02
1LyMFWND4HmkCCxXOFDpRp,Peppermint Twist,https://i.scdn.co/image/ab67616d0000b2732f8eb6e84b644f58cbc4fc4c,https://p.scdn.co/mp3-preview/8d9fd6ce007681b326bfa1fe2d0a76aef3a818cc?cid=9950ac751e34487dbbe027c4fd7f8e99,122017,0,0,0.411,0.734,-10.8,0.157,0.41,0,0.781,0.664,198.531,0,2012-09-24
0VUEeysnHl7ZV8vtUEMtIf,Saving All My Love for You,https://i.scdn.co/image/ab67616d0000b273bddfe60a1ae03aeb8f7460c9,,237320,0,0,0.401,0.313,-11.74,0.0324,0.576,0.0000642,0.092,0.252,198.23,6,2012-11-12
0k02zKPakEmfvvgMsRX3Pw,Those Oldies But Goodies,https://i.scdn.co/image/ab67616d0000b273c38c1d097e506e9dfd68294d,https://p.scdn.co/mp3-preview/3736b55516810bdf7acb18763b4bdfbdc65e3dc7?cid=9950ac751e34487dbbe027c4fd7f8e99,195613,0,0,0.201,0.434,-10.706,0.038,0.946,0,0.308,0.4,198.108,7,2010-09-27
7u24TFboskaD85ms33FuAf,Saving All My Love For You (Glee Cast Version),https://i.scdn.co/image/ab67616d0000b273b5ac4fbdf25f482c908f5ad9,,231333,0,0,0.57,0.432,-7.121,0.033,0.79,0.000223,0.105,0.403,198.049,5,2012-04-24
0p1cpgsmrHcYJ4kOvOSPsw,Saving All My Love For You,https://i.scdn.co/image/ab67616d0000b273452b118417deb3a339339d2c,https://p.scdn.co/mp3-preview/35640da08e92366577d3a8b3dd0441fbcab5d89d?cid=9950ac751e34487dbbe027c4fd7f8e99,184840,0,36,0.334,0.557,-5.961,0.0496,0.155,0.00000166,0.106,0.362,197.622,6,2013-11-15
6QZFBZNz0vIDwBsGC6sDSd,Angel Baby,https://i.scdn.co/image/ab67616d0000b2732cf4397e15e2274674e14085,,227624,0,0,0.351,0.177,-15.218,0.0323,0.85,0.000662,0.113,0.447,196.986,0,1993-01-01
0XQHz5C8PknyrEhyrKxVKa,Down (feat. Gucci Mane),https://i.scdn.co/image/ab67616d0000b2737698096fb3a8beeeca3c6087,https://p.scdn.co/mp3-preview/784a41848771e46ac69e0dabade9af2f0009ca49?cid=9950ac751e34487dbbe027c4fd7f8e99,165200,0,60,0.53,0.512,-7.094,0.133,0.0162,0.0000704,0.128,0.401,196.121,8,2017-10-29
1sNSG13fsK6KPKKNIQXXrh,You Know You Like It,https://i.scdn.co/image/ab67616d0000b2736282559db1c4278c9660039b,,247266,0,0,0.407,0.725,-5.346,0.188,0.0141,0.00000246,0.306,0.247,196.093,5,2014-10-14
