id,name,image,preview,duration,explicit,popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,chord,published
55S2PQgSMYAhgoTCcGCDfw,Youngblood,https://i.scdn.co/image/ab67616d0000b273240353172d4b7f2feb8a3e2c,https://p.scdn.co/mp3-preview/87357ede3ba123385a24c959696a6512b878430c?cid=9950ac751e34487dbbe027c4fd7f8e99,203417,0,71,0.596,0.854,-5.114,0.463,0.0169,0,0.124,0.152,120.274,7,2018-04-12
2iUXsYOEPhVqEBwsqP70rE,Youngblood,https://i.scdn.co/image/ab67616d0000b27341aa6776dc15fbd71a2b4557,https://p.scdn.co/mp3-preview/87357ede3ba123385a24c959696a6512b878430c?cid=9950ac751e34487dbbe027c4fd7f8e99,203417,0,84,0.596,0.854,-5.114,0.463,0.0169,0,0.124,0.152,120.274,7,2018-06-15
2kA0IBd1u0Be6QJE60Ty6F,Behind Blue Eyes,https://i.scdn.co/image/ab67616d0000b273458bf76d877e7f8260a8490e,,269973,0,0,0.587,0.476,-6.64,0.0265,0.473,0,0.109,0.085,120.268,7,2003-01-01
4Hff1IjRbLGeLgFgxvHflk,DARE,https://i.scdn.co/image/ab67616d0000b27319d85a472f328a6ed9b704cf,https://p.scdn.co/mp3-preview/fb02aea39283e35a92f0ce79b67788b6b1e5ed51?cid=9950ac751e34487dbbe027c4fd7f8e99,244999,0,78,0.76,0.891,-5.852,0.0372,0.0229,0.0869,0.298,0.966,120.264,11,2005-05-23
4t0UsYzmmmZRMTWn77jiGF,Show Me Love,https://i.scdn.co/image/ab67616d0000b273b4bd024fb05eb2c0ddf6ea61,https://p.scdn.co/mp3-preview/cd193fd380af0cc58cfba77c25ff533ac1d6c6b4?cid=9950ac751e34487dbbe027c4fd7f8e99,252106,0,74,0.811,0.833,-4.259,0.153,0.014,0.0000206,0.0769,0.567,120.258,5,1993-06-15
7vG82J1r7cMoecuQb19sRL,Let Go,https://i.scdn.co/image/ab67616d0000b2738f83677912ead6cc4486c952,,258986,0,0,0.55,0.428,-9.832,0.0286,0.368,0,0.166,0.551,120.252,5,2018-04-13
41DTJjf2ZT7dTuZOKBNKbb,Please Don't Go,https://i.scdn.co/image/ab67616d0000b273be5f2de7e184d20fc8e6844c,https://p.scdn.co/mp3-preview/97e1b0e63dcf603580746dfa0090caecc21a4b2f?cid=9950ac751e34487dbbe027c4fd7f8e99,373600,0,48,0.725,0.954,-7.234,0.0375,0.0437,0.0857,0.132,0.594,120.248,8,2015-03-13
3GySAImy9gitDcliMaCHYV,Loving You Is Killing Me,https://i.scdn.co/image/ab67616d0000b273bd6bf55ccc52ed75ce77e726,,204466,0,0,0.642,0.702,-6.953,0.0294,0.0279,0,0.105,0.802,120.248,5,2010-09-28
2EK2AZ0MYNsO8cgkC6DwAT,100% Pure Love,https://i.scdn.co/image/ab67616d0000b273d74c046902354511f75beb3e,,280613,0,0,0.814,0.854,-4.818,0.0485,0.166,0.00822,0.0754,0.74,120.238,1,2015-12-11
1HKCGz0Qz5PGHPappM6leW,Trigger,https://i.scdn.co/image/ab67616d0000b27305cfd18d0927d980a5ed31a2,https://p.scdn.co/mp3-preview/8fc56d5c3ecebc46bbe40405aba3d99643f8ba1b?cid=9950ac751e34487dbbe027c4fd7f8e99,226400,0,8,0.394,0.374,-5.876,0.0382,0.368,0.000149,0.13,0.0521,120.219,2,2003-10-31
5Lza3PRwBfT1INyE6wMLDq,How to Dance,https://i.scdn.co/image/ab67616d0000b273526ed087976140638ff804c4,https://p.scdn.co/mp3-preview/f7844bf48de02afbf7317567b7571e00b83340c7?cid=9950ac751e34487dbbe027c4fd7f8e99,227466,0,28,0.78,0.909,-11.917,0.0506,0.111,0.00924,0.156,0.726,120.188,7,1991
5QPTfGeN4ZgCG9TPhUAtot,Bad Boys,https://i.scdn.co/image/ab67616d0000b273ee44e3a23aaaa941f7adb48d,https://p.scdn.co/mp3-preview/e19638bd561d4a48449dec7b072461cce2621d69?cid=9950ac751e34487dbbe027c4fd7f8e99,199240,0,46,0.795,0.755,-7.929,0.0413,0.0784,0.0000775,0.353,0.853,120.184,9,1986-11-25
2RzJwBCXsS1VnjDm2jKKAa,I Believe I Can Fly,https://i.scdn.co/image/ab67616d0000b2731a81e3abee4b067492baaf44,https://p.scdn.co/mp3-preview/9227a7dd0e3cbff12d5af1ca1cae90d625a26f63?cid=9950ac751e34487dbbe027c4fd7f8e99,320666,0,63,0.55,0.444,-7.588,0.0292,0.241,0,0.187,0.0438,120.179,7,1998-11-08
7jVwYxRPooIkkOzqbfWkXB,My Baby Just Cares for Me,https://i.scdn.co/image/ab67616d0000b273576629f3c4631eb55612a7c7,https://p.scdn.co/mp3-preview/42a31356ebb2cebb4c308253b68beeab0df30e34?cid=9950ac751e34487dbbe027c4fd7f8e99,195680,0,36,0.493,0.534,-5.524,0.0401,0.512,0,0.361,0.616,120.179,7,2016-10-21
43z6scIZU2QcEieMQFAJRG,There She Goes,https://i.scdn.co/image/ab67616d0000b273b182816802535e73e697a1a6,https://p.scdn.co/mp3-preview/af4aed99682bc454c0f6547e979fbc1652d69f3f?cid=9950ac751e34487dbbe027c4fd7f8e99,164280,0,68,0.498,0.789,-5.724,0.0319,0.000856,0.00000583,0.104,0.455,120.176,10,1997-11-22
1JO1xLtVc8mWhIoE3YaCL0,Happy Together,https://i.scdn.co/image/ab67616d0000b27372649ad8e79d1e8bdd54c929,https://p.scdn.co/mp3-preview/8c691e6232f9abae21be72ed15407fd90657a73e?cid=9950ac751e34487dbbe027c4fd7f8e99,176293,0,79,0.584,0.367,-9.638,0.0328,0.55,0.0000138,0.0818,0.588,120.175,6,1967
1n4hjOvZNngnD48CASmEvJ,When You Were Mine,https://i.scdn.co/image/ab67616d0000b273c2dfbea1ee4cbffd420bab2d,https://p.scdn.co/mp3-preview/de660d90a57a9f88d7a612005a83267bc737d400?cid=9950ac751e34487dbbe027c4fd7f8e99,208026,0,34,0.582,0.686,-5.361,0.048,0.385,0,0.0932,0.209,120.166,10,2014-07-11
0ofHAoxe9vBkTCp2UQIavz,Dreams - 2004 Remaster,https://i.scdn.co/image/ab67616d0000b273e52a59a28efa4773dd2bfe1b,https://p.scdn.co/mp3-preview/30d63954de3ee9c0bc3600a4560260cb252d4fbd?cid=9950ac751e34487dbbe027c4fd7f8e99,257800,0,88,0.828,0.492,-9.744,0.0276,0.0644,0.00428,0.128,0.789,120.151,0,1977-02-04
1BfXy0gM3tmB6Jc1QdtaLj,One Life Stand,https://i.scdn.co/image/ab67616d0000b273ed717b9fe8ead59ec2f2e600,https://p.scdn.co/mp3-preview/0d94f133d86ebd5d148741f71d6144aa5a4ca317?cid=9950ac751e34487dbbe027c4fd7f8e99,321496,0,51,0.781,0.702,-4.176,0.0381,0.00211,0.0427,0.0735,0.787,120.148,10,2010-02-01
3OmEIZ6bYHqlReQ1YLaRHV,Great Southern Land,https://i.scdn.co/image/ab67616d0000b2731930b7403f77c454f3c36680,https://p.scdn.co/mp3-preview/6b4daf25e5d51f4d8b1f6fb391532ae33cfa2030?cid=9950ac751e34487dbbe027c4fd7f8e99,317240,0,63,0.719,0.842,-5.603,0.0284,0.252,0.000218,0.0697,0.421,120.147,9,1982-09-06
20cdfC6X43JiDZ8WlmkwSf,Great Southern Land,https://i.scdn.co/image/ab67616d0000b273de287fb68890bb8546fd4e25,,317240,0,0,0.716,0.826,-5.584,0.0281,0.255,0.000262,0.0686,0.459,120.145,9,1982
2qUjP7g8WY3fzBCNTELwjy,Great Southern Land,https://i.scdn.co/image/ab67616d0000b273c1e97e3b542ffb0713d1bd8d,,317200,0,0,0.717,0.837,-5.641,0.0278,0.244,0.000145,0.067,0.468,120.142,9,2011-08-26
4FdDorlbJTVHcH3djLbIfn,Ode To Billie Joe,https://i.scdn.co/image/ab67616d0000b273c052a03d8f5e9e2bff95b99d,https://p.scdn.co/mp3-preview/8e132ee143f38f6e4a8129b1a496729e39a56853?cid=9950ac751e34487dbbe027c4fd7f8e99,255001,0,57,0.637,0.189,-10.726,0.0471,0.721,0,0.0939,0.695,120.142,7,1967-08-21
60lwJa695S26FsYbhCVFVa,Hurts So Good,https://i.scdn.co/image/ab67616d0000b273eb65850941ef56d36318a1a8,,208728,0,0,0.681,0.594,-4.986,0.0486,0.0777,0,0.0961,0.417,120.141,7,2016-05-20
6aHS6q1ar4GefiHMo9cV8l,Look Me In the Eye Sister,https://i.scdn.co/image/5a9006b4880f62c84a89ab41d5a51fcb6a396713,https://p.scdn.co/mp3-preview/f72b1fbc71e614e7b34f219570feeb1fe0aa5062?cid=9950ac751e34487dbbe027c4fd7f8e99,246961,0,8,0.477,0.812,-3.898,0.0399,0.000405,0.000266,0.383,0.24,120.139,1,2010
5CcM19gH1zYf9NGt3qb7RM,I Don't Know Anybody Else,https://i.scdn.co/image/ab67616d0000b273ae03a889dd876866982b309a,https://p.scdn.co/mp3-preview/f73a2ea040c6972d9f61f74699a725a709b4d7a8?cid=9950ac751e34487dbbe027c4fd7f8e99,273058,0,47,0.706,0.88,-7.063,0.0576,0.0787,0.00795,0.0501,0.947,120.126,0,1990-04-09
2gpWyfu7eZ01zzncHpxOtA,Moth To A Flame (with The Weeknd),https://i.scdn.co/image/ab67616d0000b2732751f15ff6c8174e540b6fb4,,234000,0,10,0.542,0.659,-7.289,0.0389,0.00279,0,0.105,0.109,120.122,8,2021-10-22
2WpCr1ls4bjL54NAcN5DAA,Finally,https://i.scdn.co/image/ab67616d0000b2731d82bc5df3fca92e3fe2dabb,https://p.scdn.co/mp3-preview/2c9736d38ee824a721fe7a754d8908c7ea284656?cid=9950ac751e34487dbbe027c4fd7f8e99,249066,0,54,0.761,0.718,-10.279,0.0366,0.00459,0.00000595,0.0333,0.876,120.12,11,2007-01-01
4JErskWxmILvav6U2PkTbn,What I've Done,https://i.scdn.co/image/ab67616d0000b2739fd9219fd487d8702c3c2ac4,https://p.scdn.co/mp3-preview/2a595a2e02236d5a9b8936f3de371a9ba1c9eea9?cid=9950ac751e34487dbbe027c4fd7f8e99,205613,0,41,0.623,0.93,-5.285,0.0324,0.0141,0.00000164,0.138,0.287,120.119,5,2007-04-06
2rqfA8JU31ctqTxikZXR8J,What I've Done,https://i.scdn.co/image/ab67616d0000b2731260f6a53d9a85a1e74667ab,https://p.scdn.co/mp3-preview/2a595a2e02236d5a9b8936f3de371a9ba1c9eea9?cid=9950ac751e34487dbbe027c4fd7f8e99,205613,0,33,0.623,0.93,-5.285,0.0324,0.0141,0.00000164,0.138,0.287,120.119,5,2007-05-04
1cOj24fUMnBSXhtp7waHVW,"That's What Friends Are For (with Elton John, Gladys Knight & Stevie Wonder)",https://i.scdn.co/image/ab67616d0000b2733c985752163b8575af080bfa,https://p.scdn.co/mp3-preview/4b518e868e5921a24f6e20b2a11f281c55ca173f?cid=9950ac751e34487dbbe027c4fd7f8e99,256466,0,59,0.673,0.286,-14.643,0.0313,0.294,0,0.086,0.199,120.117,8,1989-10-31
6y4FVJwf09ssxuRnlEgXkp,Let's Stick Together,https://i.scdn.co/image/ab67616d0000b2738924d0252e61e6f1f68808a5,https://p.scdn.co/mp3-preview/fd51ed68b9e3a183909102df124c28f98f074bc5?cid=9950ac751e34487dbbe027c4fd7f8e99,179160,0,60,0.785,0.892,-4.71,0.0356,0.0711,0.00051,0.113,0.974,120.115,9,1976
5DNPJB8pyDiIQq1wmi46BQ,Washington Square,https://i.scdn.co/image/ab67616d0000b273bbb64dff4cf4170ae17125e2,https://p.scdn.co/mp3-preview/2a3b135366820e03bf89e5d1c3b5f14f1a80af51?cid=9950ac751e34487dbbe027c4fd7f8e99,159347,0,25,0.778,0.269,-13.433,0.0491,0.565,0.0632,0.279,0.774,120.112,4,2006-01-20
34sAPj9hCZr4f814I3MWEy,Nothing Can Divide Us,https://i.scdn.co/image/ab67616d0000b273cd12dd55b0c00f57c56571eb,https://p.scdn.co/mp3-preview/bf99006fe32f957c34e7771eb6ea950c655149ea?cid=9950ac751e34487dbbe027c4fd7f8e99,226200,0,14,0.702,0.788,-11.54,0.0423,0.0263,0.00000242,0.0436,0.852,120.1,7,1991
5OzoBpJCLKyuVSCFoQxUmZ,Lost And Running,https://i.scdn.co/image/ab67616d0000b273c3f0462c61d5e9cc2cb225c6,,222160,0,0,0.54,0.823,-7.045,0.0327,0.000065,0.0006,0.57,0.599,120.096,5,2007-01-01
4cqHVuDLFbO1XCr4nmks4S,All I Wanna Do,https://i.scdn.co/image/ab67616d0000b2733ac7d54c587112d40ac4e526,,272106,0,0,0.82,0.528,-11.179,0.0321,0.111,0.0186,0.257,0.931,120.091,9,1993-08-03
6X3YCswCQzX1gGZ5ji8P9x,Dress,https://i.scdn.co/image/ab67616d0000b2732bc33ce6acd39112e88b4c0e,,230373,0,0,0.719,0.469,-8.792,0.0533,0.0329,0,0.169,0.0851,120.085,0,2017-11-10
5nOhwdYZhXL7ZtqoSGYpDd,Bad Vibes,https://i.scdn.co/image/ab67616d0000b27351aaf7e8f5fcdb5e38a29730,https://p.scdn.co/mp3-preview/a2c3aa430f7b5742683d9d625149ef05e9969d4e?cid=9950ac751e34487dbbe027c4fd7f8e99,229771,1,2,0.759,0.616,-3.14,0.116,0.263,0,0.0982,0.284,120.085,5,2021-03-12
7aJZxI6TVdIvQSuWxQ4rqp,I Can See Clearly Now,https://i.scdn.co/image/ab67616d0000b27301676d2605aa96da23c059b4,https://p.scdn.co/mp3-preview/3f5fdf6e888883f0e35ce6f3744d7ca46a15cdd3?cid=9950ac751e34487dbbe027c4fd7f8e99,196000,0,67,0.799,0.662,-8.585,0.0347,0.00482,0.000505,0.0484,0.717,120.082,7,2002-06-11
4RVtBlHFKj51Ipvpfv5ER4,Drown (feat. Clinton Kane),https://i.scdn.co/image/ab67616d0000b273b154bc645350b122934566e4,https://p.scdn.co/mp3-preview/d94fd9c0ca62d1c758dac3607cba29cd08bc9fb7?cid=9950ac751e34487dbbe027c4fd7f8e99,174062,0,69,0.573,0.739,-5.455,0.0581,0.212,0,0.175,0.363,120.077,9,2020-02-27
2iuZJX9X9P0GKaE93xcPjk,Sugar,https://i.scdn.co/image/ab67616d0000b273442b53773d50e1b5369bb16c,https://p.scdn.co/mp3-preview/f35cfb7e7207a1cf27ab3b0e3e07cb95c91440eb?cid=9950ac751e34487dbbe027c4fd7f8e99,235493,1,85,0.748,0.788,-7.055,0.0334,0.0591,0,0.0863,0.884,120.076,1,2014-09-02
494OU6M7NOf4ICYb4zWCf5,Sugar,https://i.scdn.co/image/ab67616d0000b2735430b6be862e01be82a50bc8,https://p.scdn.co/mp3-preview/f35cfb7e7207a1cf27ab3b0e3e07cb95c91440eb?cid=9950ac751e34487dbbe027c4fd7f8e99,235493,1,62,0.748,0.788,-7.055,0.0334,0.0591,0,0.0863,0.884,120.076,1,2015-05-18
48d3pHjOvfhKraYZVZ11rH,Baby Makes Her Blue Jeans Talk,https://i.scdn.co/image/ab67616d0000b273eff2b78ab68ae2e8bd8655b3,https://p.scdn.co/mp3-preview/40096f7e8d4e3ac96bc33d5adcdf82a3a4dd4f11?cid=9950ac751e34487dbbe027c4fd7f8e99,236656,0,30,0.787,0.638,-10.26,0.0314,0.0576,0.0000438,0.0515,0.923,120.074,7,2015-04-17
5bTysxqGHXdSGiZVgljzCY,Brooklyn In The Summer,https://i.scdn.co/image/ab67616d0000b273b63e6d81b3486f5801264707,https://p.scdn.co/mp3-preview/9483262f2921ecad041f1707e0a39302527bbb92?cid=9950ac751e34487dbbe027c4fd7f8e99,208214,0,57,0.656,0.514,-5.27,0.0672,0.0914,0,0.058,0.818,120.073,5,2018-05-11
4DEcdqqKokU7UAE4wCGQEy,Always Look On The Bright Side Of Life,https://i.scdn.co/image/ab67616d0000b273a012346ea07d0b1d6fc22a87,https://p.scdn.co/mp3-preview/9400be6771e6e7617a226d146827a3017fdf62cb?cid=9950ac751e34487dbbe027c4fd7f8e99,215333,1,62,0.669,0.535,-12.36,0.0972,0.432,0,0.208,0.739,120.071,2,1989-01-01
3iOYMfhECtjETkMB2d9ODY,Choices,https://i.scdn.co/image/ab67616d0000b273d4eecfbbeb83155927bc721a,,168546,0,5,0.543,0.857,-3.696,0.0799,0.0029,0,0.083,0.526,120.069,1,2010-01-06
5r35Zd5Onw3aV3Gm9XdgtI,Come As You Are,https://i.scdn.co/image/ab67616d0000b273f118d2074e050cbc2e4533a0,,219026,0,0,0.5,0.832,-6.281,0.0325,0.0000836,0.00655,0.0924,0.553,120.066,4,2002-01-01
3DTqHfTGj1c6y2gDXsTez4,Regardless,https://i.scdn.co/image/ab67616d0000b2734c9971e21d5137f503388f5f,https://p.scdn.co/mp3-preview/86e7bdabeef13380d7d527c83cfd69444f618861?cid=9950ac751e34487dbbe027c4fd7f8e99,197573,0,64,0.749,0.82,-6.114,0.0478,0.0205,0.000685,0.0775,0.534,120.066,7,2020-11-20
5q5gzmbBS5yQzos2BvVr1t,Nights With You,https://i.scdn.co/image/ab67616d0000b273bd58d7394f4103d9810c8edf,https://p.scdn.co/mp3-preview/8303bf028dd94f974cad3e4bd8f7ed2047239a08?cid=9950ac751e34487dbbe027c4fd7f8e99,197494,0,59,0.763,0.671,-4.029,0.1,0.401,0.0000116,0.375,0.602,120.06,1,2017-04-21
6DcDdDevI94Dh4vc5anXBE,Wild Wild Love (feat. G.R.L.),https://i.scdn.co/image/ab67616d0000b2732bd43fc62791bf472a8bfb5d,https://p.scdn.co/mp3-preview/7ad7b4082aaa6e4b57acc8dd1c3296fce79c0e45?cid=9950ac751e34487dbbe027c4fd7f8e99,202197,0,47,0.645,0.732,-5.874,0.0482,0.0136,0,0.513,0.336,120.06,2,2014-02-25
1gcESexgftSuLuML57Y69q,All Right Now,https://i.scdn.co/image/ab67616d0000b273753c41c7fdc5e78ba017bbf5,https://p.scdn.co/mp3-preview/3d12cd5d9440d08c87cfc87b397679041e1ef490?cid=9950ac751e34487dbbe027c4fd7f8e99,330643,0,75,0.787,0.472,-12.824,0.0832,0.221,0.000336,0.153,0.824,120.059,2,1970-06-26
428Dl0NOBojmUS98R2pDHr,Heavy Cross,https://i.scdn.co/image/ab67616d0000b273df4cf17c83fd12112c6cd371,https://p.scdn.co/mp3-preview/a3f628859543899d64b04d49b1833bb7c90f464d?cid=9950ac751e34487dbbe027c4fd7f8e99,242773,0,57,0.793,0.688,-4.216,0.0328,0.079,0.0604,0.145,0.221,120.058,2,2009-06-22
6Lst3nF4McKOTLSLuTvLhw,(If You're Not In It For Love) I'm Outta Here!,https://i.scdn.co/image/ab67616d0000b27397c04b4a131dc95ce5e83107,https://p.scdn.co/mp3-preview/6acdc365874fa0ab74699fc261750baa352135f1?cid=9950ac751e34487dbbe027c4fd7f8e99,270026,0,56,0.772,0.761,-8.271,0.0358,0.141,0,0.0813,0.868,120.058,5,1995-01-01
1tJ8nyy80jE07q5HYt8Xvc,(If You're Not In It For Love) I'm Outta Here!,https://i.scdn.co/image/ab67616d0000b273fecf79f8b988ca73fbdb4d92,,270026,0,0,0.772,0.761,-8.271,0.0358,0.141,0,0.0814,0.868,120.056,5,1995-01-01
09jYcrXTntE2b0TZeTCL33,My Deepest Darkest Friend,https://i.scdn.co/image/ab67616d0000b273dfb1576d004d28befbac6a5c,https://p.scdn.co/mp3-preview/6931dff098744bbbab07998b3d3954c5f00eed07?cid=9950ac751e34487dbbe027c4fd7f8e99,220471,0,1,0.555,0.704,-7.844,0.0418,0.00192,0.502,0.128,0.287,120.055,4,2021-06-25
57QXXEBy5apjgxsyXSb8YE,Satisfied (feat. MAX),https://i.scdn.co/image/ab67616d0000b2739a3c9eebbc9a748c0799bf21,https://p.scdn.co/mp3-preview/e4cae6eca39fe25fb85debc6770bebc249254947?cid=9950ac751e34487dbbe027c4fd7f8e99,155939,0,54,0.75,0.651,-4.655,0.121,0.00759,0,0.521,0.928,120.055,1,2018-07-13
50yHVBbU6M4iIfqBI1bxWx,Rumour Has It,https://i.scdn.co/image/ab67616d0000b273ba764098164f221484bcc309,,223266,0,0,0.612,0.748,-5.014,0.0445,0.617,0,0.167,0.574,120.052,0,2011-01-19
69ZzhvHnSSnzMO8SMYEJWb,Mother,https://i.scdn.co/image/ab67616d0000b273d5112e087a6ad0aa73f25e12,https://p.scdn.co/mp3-preview/7be521f9c32f0f5166aa1ec6b7f2f236e9d8687c?cid=9950ac751e34487dbbe027c4fd7f8e99,147481,1,76,0.751,0.661,-6.131,0.0871,0.124,0,0.456,0.761,120.052,9,2023-03-10
62zFEHfAYl5kdHYOivj4BC,International Love (feat. Chris Brown),https://i.scdn.co/image/ab67616d0000b2731dc7483a9fcfce54822a2f19,https://p.scdn.co/mp3-preview/796c030b6336cedd4a816f931c818a5507bf4607?cid=9950ac751e34487dbbe027c4fd7f8e99,227280,0,80,0.67,0.855,-3.035,0.0499,0.0124,0,0.335,0.648,120.05,0,2011-06-17
6YGqR5D82R4xc4pqgj0KZo,Sunny and 75,https://i.scdn.co/image/ab67616d0000b273e6a76813e5041774d3487a8a,,207120,0,0,0.539,0.89,-4.422,0.0603,0.192,0.00000236,0.102,0.243,120.048,0,2013-10-08
1yzSEJnIbIFJlwr3hg8ube,All the Lovers,https://i.scdn.co/image/ab67616d0000b27394b353e99368794e2f689e55,https://p.scdn.co/mp3-preview/fece9f098417b8e2bf8ebffb7c54231b85f5b449?cid=9950ac751e34487dbbe027c4fd7f8e99,199426,0,40,0.599,0.721,-6.212,0.0382,0.00285,0.164,0.115,0.512,120.048,0,2010-06-30
64uuZJe9IxX3Fjuz3AJbID,Why Do You Lie To Me,https://i.scdn.co/image/ab67616d0000b273bb1c28bf6c03239fb32d6269,,171054,0,0,0.664,0.778,-5.995,0.158,0.0553,0,0.174,0.343,120.048,4,2020-08-28
3uoQULcUWfnt6nc6J7Vgai,Your Love Is My Drug,https://i.scdn.co/image/ab67616d0000b2737e531970051e341bfbbdc115,,187133,0,0,0.829,0.627,-3.928,0.0759,0.00663,0,0.0939,0.72,120.048,1,2010
5XWmfpinsT4XbfFsUASSaG,"Girls Talk Boys - From ""Ghostbusters"" Original Motion Picture Soundtrack",https://i.scdn.co/image/ab67616d0000b273e661e309469ed5ffd7a4cb94,https://p.scdn.co/mp3-preview/74497dad4b1a0e785ebdd9d6023a3a5b215c1302?cid=9950ac751e34487dbbe027c4fd7f8e99,216098,0,52,0.829,0.775,-3.358,0.0507,0.104,0,0.0943,0.878,120.048,7,2016-07-15
4NzMOnvSJVNKF7nw5NkXIP,bury a friend,https://i.scdn.co/image/ab67616d0000b2733ce730c58a503c27c565ce3d,,193143,0,0,0.905,0.389,-14.505,0.332,0.74,0.162,0.106,0.196,120.046,8,2019-01-30
7mS8RbJji2UZAaguRGsOCH,Me Against the Music (feat. Madonna) - LP Version / Video Mix,https://i.scdn.co/image/ab67616d0000b273efc6988972cb04105f002cd4,https://p.scdn.co/mp3-preview/e78ca9973337bb4e96359c70efc2349a41cb7eeb?cid=9950ac751e34487dbbe027c4fd7f8e99,223773,0,62,0.804,0.836,-6.635,0.089,0.32,0,0.213,0.85,120.046,6,2003-11-13
4LAxvLPIOzy8ZCL7H21Sa3,That's Freedom,https://i.scdn.co/image/ab67616d0000b273bc42a3c1798a35d10a72b052,https://p.scdn.co/mp3-preview/419d6142fb407ef2e2a05fc75946effe258ef450?cid=9950ac751e34487dbbe027c4fd7f8e99,259026,0,53,0.602,0.706,-10.358,0.0358,0.164,0.00001,0.421,0.654,120.045,4,1990-09-24
1ZqBzsfPKShlR1PILDx4Ey,Your Love Is My Drug,https://i.scdn.co/image/ab67616d0000b2731c2dfb07e0d459e66592ed90,,187960,0,0,0.822,0.604,-4.527,0.106,0.00848,0,0.0954,0.704,120.043,1,2010-01-01
1OIMQNvlVZCzmCTmrJrd4F,Mother,https://i.scdn.co/image/ab67616d0000b2735185fc4c4be52d1ec8e8177e,https://p.scdn.co/mp3-preview/53e508dcef3191d6b61472cffab4b0ea0a99f011?cid=9950ac751e34487dbbe027c4fd7f8e99,147481,0,54,0.75,0.659,-6.131,0.0928,0.124,0,0.46,0.765,120.043,9,2023-03-10
1riTgBBgmCdrm169m2CFzO,Wonderful Life - Radio Edit,https://i.scdn.co/image/ab67616d0000b273ca743d98ebb621d8d70cad0c,https://p.scdn.co/mp3-preview/3680f99e4a04a0ccf585a1f482d8a14b5c24dc44?cid=9950ac751e34487dbbe027c4fd7f8e99,215080,0,0,0.694,0.804,-8.784,0.0557,0.187,0.000304,0.273,0.516,120.042,11,2014-05-26
3eHopQk0VWyMbX13UdcRdO,Sugar,https://i.scdn.co/image/ab67616d0000b273f6439e050ccf1891df058582,,235493,1,0,0.744,0.783,-7.077,0.0337,0.0553,0,0.086,0.885,120.042,1,2014-08-29
21jGcNKet2qwijlDFuPiPb,Circles,https://i.scdn.co/image/ab67616d0000b2739478c87599550dd73bfa7e02,https://p.scdn.co/mp3-preview/193a0924b0f73d211131bf2fb0bddb7202176202?cid=9950ac751e34487dbbe027c4fd7f8e99,215280,0,90,0.695,0.762,-3.497,0.0395,0.192,0.00244,0.0863,0.553,120.042,0,2019-09-06
7cwZG5WSgYtBKmIeSHouwY,Double Vision,https://i.scdn.co/image/ab67616d0000b273b9933fcc3668139db9c4bdb5,https://p.scdn.co/mp3-preview/ac3df0a92ea00c0743bff618d16d81e4fc68d09c?cid=9950ac751e34487dbbe027c4fd7f8e99,190706,0,33,0.581,0.888,-3.198,0.0587,0.0018,0,0.413,0.629,120.041,0,2010-06-25
76N7FdzCI9OsiUnzJVLY2m,Rumour Has It,https://i.scdn.co/image/ab67616d0000b2736d4056466fc11f6408be2566,,221426,0,0,0.618,0.753,-5.05,0.0451,0.637,0,0.0905,0.557,120.041,7,2011-01-19
6IGA5YrFiEr5ANrMqKkR6H,Good Grief,https://i.scdn.co/image/ab67616d0000b273e13429d57208d9d69e91566e,https://p.scdn.co/mp3-preview/4818c7d14613e5d9ec5b6299d7f3c825d8879af6?cid=9950ac751e34487dbbe027c4fd7f8e99,206493,0,70,0.73,0.758,-4.888,0.0653,0.147,0,0.311,0.877,120.041,1,2016-09-09
6P6JXuYde2BYahsfvjWVXU,Welcome Home,https://i.scdn.co/image/ab67616d0000b273246bd4ebcc5c67f4f79ab71f,https://p.scdn.co/mp3-preview/30b11dbb58300c2589d0201172acd32e0fd381ef?cid=9950ac751e34487dbbe027c4fd7f8e99,238866,0,29,0.699,0.28,-15.643,0.0324,0.731,0.0276,0.0818,0.5,120.04,5,1989-01-01
1KwSX5vubaSHtCeqO0yvZK,Spinning Around,https://i.scdn.co/image/ab67616d0000b27338a76173102948a1e0c3df8f,https://p.scdn.co/mp3-preview/113436d2d1e9b6611c4f037b5ba1134e11adc54d?cid=9950ac751e34487dbbe027c4fd7f8e99,206626,0,39,0.757,0.731,-5.704,0.0537,0.283,0.0000767,0.0917,0.67,120.04,6,2012-05-28
6IjeDgkEfact4RDxnq4s9n,Rapunzel,https://i.scdn.co/image/ab67616d0000b2739ff8bc848ad1b57a09cd6ba7,,202733,0,3,0.737,0.865,-3.698,0.0651,0.0359,0,0.0438,0.847,120.038,0,2011-04-01
4rKHs4JtVYxsYen2eHIW6b,Hurts So Good,https://i.scdn.co/image/ab67616d0000b273095fb78018f9d42bfd97aaea,,208728,0,0,0.672,0.589,-5.008,0.049,0.082,0,0.0962,0.379,120.036,7,2016-05-06
3qSWsl8lKzbKzHm5MFYKCY,"Mama Do (Uh Oh, Uh Oh)",https://i.scdn.co/image/ab67616d0000b273120f01885263cd26f2c16ffa,,196520,0,0,0.703,0.875,-4.84,0.0811,0.129,0,0.319,0.617,120.034,3,2009-01-01
